sku,name,brand,category,color,price_usd,list_price_usd,special_price_usd,price_php_original,list_price_php_original,currency,seller,image_url,product_url
8D6A3SH5ABEB84GS,CLOUDFOAM CUSHIONED SQUARE TOE STRAPPY FLAT SLIDES,Nose,Women > Shoes > Sandals > Flat Sandals,Brown,39.16,43.24,39.16,2399.0,2649.0,USD,nose official store,https://dynamic.zacdn.com/c-KMFFYslk8V1IA1ZNTyN8NwWEE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/nose-9670-8641014-1.jpg,https://www.zalora.com.ph/p/nose-cloudfoam-cushioned-square-toe-strappy-flat-slides-brown-4101468
F8A9EAA7423596GS,COOLMAX® Fitted T-shirt,H&M,Women > Clothing > Tops > T-Shirts,Black Dark,10.0,10.0,,499.0,499.0,USD,H&M Global,https://dynamic.zacdn.com/u4yBuM9h4TBy4Uf8wmSAqS_44nM=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-4554-0500963-1.jpg,https://www.zalora.com.ph/p/hm-coolmax-fitted-t-shirt-black-3690050
0DA88AA3966463GS,COOLMAX® Integral-bra strappy top,H&M,Women > Clothing > Blazers,White Light,13.04,13.04,,799.0,799.0,USD,H&M Global,https://dynamic.zacdn.com/lOm79vE7It8B91lWbQHQe40HLog=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-8081-9400963-1.jpg,https://www.zalora.com.ph/p/hm-coolmax-integral-bra-strappy-top-white-3690049
D75B1AAE515382GS,COOLMAX® Integral-bra strappy top,H&M,Women > Clothing > Blazers,Black Dark,13.04,13.04,,799.0,799.0,USD,H&M Global,https://dynamic.zacdn.com/Rjqs5ChjY0cOp8z_60InjD6kbNk=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-4776-0400963-1.jpg,https://www.zalora.com.ph/p/hm-coolmax-integral-bra-strappy-top-black-3690040
1764DSHB1CFA40GS,CREWSTEP Sliders Men's Slides,ONE UP,Men > Shoes > Sandals & Flip Flops > Sandals,Beige,10.0,13.16,10.0,399.0,525.0,USD,CHG GLOBAL Inc.,https://dynamic.zacdn.com/6tEj8SnxQWna0oZt4gC4MEo3iR4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/one-up-6092-8129234-1.jpg,https://www.zalora.com.ph/p/one-up-crewstep-sliders-men-s-slides-beige-4329218
0CC5CAA8D38A19GS,CROPPED ELASTICATED RELAXED-FIT WIDE-LEG TROUSERS,COS,Men > Clothing > Pants,BLACK,90.6,90.6,,5550.0,5550.0,USD,COS,https://dynamic.zacdn.com/HtHR0AvI5qniAK9CFwxztj2vNjI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/cos-1864-2465173-1.jpg,https://www.zalora.com.ph/p/cos-cropped-elasticated-relaxed-fit-wide-leg-trousers-black-3715642
C21F4SH2DFFC15GS,CZY SL M LVR II,Melissa,Women > Shoes > Sandals > Flat Sandals,BROWN,53.06,53.06,,3250.0,3250.0,USD,ZALORA,https://dynamic.zacdn.com/9eH1m8fW85TBFbRqrNXU5uOjcak=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/melissa-4858-4820314-1.jpg,https://www.zalora.com.ph/p/melissa-czy-sl-m-lvr-ii-brown-4130284
4922DAA5423CF3GS,Cabbi Sleeveless Dress,RAF,Women > Clothing > Dresses > Mini Dresses,Black,52.21,52.21,,3198.0,3198.0,USD,RAF PH,https://dynamic.zacdn.com/NZExgPr_RuqOudsggNFEhawoPNY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/raf-0156-6097673-1.jpg,https://www.zalora.com.ph/p/raf-cabbi-sleeveless-dress-black-3767906
1A4FDAA70A4B45GS,Cable Knit Sweater Vest,URBAN REVIVO,Women > Clothing > Knitwear & Cardigans,Light Charcoal Grey,37.38,37.38,,2290.0,2290.0,USD,ZALORA,https://dynamic.zacdn.com/3IPjYfNDIpwCyb5ABq3nMPQInsQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/urban-revivo-7415-7668842-1.jpg,https://www.zalora.com.ph/p/urban-revivo-cable-knit-sweater-vest-grey-2488667
411F8SHAF8349AGS,Calm Elevation Slide Sandals,Nike,Sports > Women's Sports > Footwear > Sandals & Flip Flops,Coconut Milk/Coconut Milk,51.1,53.79,51.1,3130.0,3295.0,USD,ZALORA,https://dynamic.zacdn.com/87XB2hFQN0PhtbPBw7gXMts0JiE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/nike-1486-2009624-1.jpg,https://www.zalora.com.ph/p/nike-calm-elevation-slide-sandals-white-4269002
52AC3SHDAB606FGS,Calm Elevation Slide Sandals,Nike,Sports > Women's Sports > Footwear > Sandals & Flip Flops,Chalk/Chalk,53.79,53.79,,3295.0,3295.0,USD,ZALORA,https://dynamic.zacdn.com/rCT70eyQy2tFAclFEOlmXuClTGc=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/nike-1189-0614624-1.jpg,https://www.zalora.com.ph/p/nike-calm-elevation-slide-sandals-multi-4264160
F704ESH2707E76GS,Calma Sandals,Call It Spring,Women > Shoes > Sandals > Flat Sandals,Black,57.06,57.06,,3495.0,3495.0,USD,ZALORA,https://dynamic.zacdn.com/KAAOSMVv1wfu7VHM2irD64Tc7pQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/call-it-spring-0526-3361024-1.jpg,https://www.zalora.com.ph/p/call-it-spring-calma-sandals-black-4201633
41BB4SH35E2C58GS,Camellia Floral Mary Jane Shoes WW277-5,Twenty Eight Shoes,Women > Shoes > Heels > Mid Heels,Beige,60.03,80.5,60.03,3677.0,4931.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/BxxunNnEtMwRr1DYBOdV-tvnOHI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-8309-5049624-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-camellia-floral-mary-jane-shoes-ww277-5-beige-4269405
B31DESH35FE830GS,Camellia Quilted Mary Jane Shoes WW350-2,Twenty Eight Shoes,Women > Shoes > Heels > Mid Heels,Beige,65.43,81.79,65.43,4008.0,5010.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/bogfOf5zbsYDfq-2NLFc1P3xdNw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-1175-4771224-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-camellia-quilted-mary-jane-shoes-ww350-2-beige-4221774
3969FSHD9D2253GS,Cameo Slides,CLN,Women > Shoes > Sandals > Flat Sandals,Brown,13.04,13.04,,799.0,799.0,USD,CLN,https://dynamic.zacdn.com/WPRlRSg13Ruw4h-U_M4P3D4w5l0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/cln-9175-1588324-1.jpg,https://www.zalora.com.ph/p/cln-cameo-slides-brown-4238851
9338BAA675BCF4GS,Camera Print Graphic Black Cotton Short Sleeve Crew Neck Relaxed Tee,QuirkyT,Sports > Men's Sports > Clothing > T-Shirts,Black,29.43,65.4,29.43,1803.0,4006.0,USD,QuirkyT,https://dynamic.zacdn.com/12dJN8SDBs-dHx7bbUIq00b2egw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/quirkyt-5209-7706192-1.jpg,https://www.zalora.com.ph/p/quirkyt-camera-print-graphic-black-cotton-short-sleeve-crew-neck-relaxed-tee-black-2916077
0C70FAAA465C9CGS,Camo Shape Graphic T-Shirt,ADIDAS,Men > Sports > Clothing > Tops,Black,26.12,26.12,,1600.0,1600.0,USD,adidas Philippines,https://dynamic.zacdn.com/j6-sLtbf7jUxpIwinFnWxvi66lc=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/adidas-1320-6257563-1.jpg,https://www.zalora.com.ph/p/adidas-camo-shape-graphic-t-shirt-black-3657526
79B1FAAC765C0EGS,Camouflage Cotton Casual Shorts GJL1701,Twenty Eight Shoes,Men > Clothing > Shorts > Chinos,Blue,34.61,43.75,34.61,2120.0,2680.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/p6R9gGe8zBtSOpDKXtRpe5Nq89s=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-0214-2112952-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-camouflage-cotton-casual-shorts-gjl1701-blue-2592112
09C90SHF1D991FGS,Campo Chromefree Sneakers,Veja,Men > Shoes > Sneakers,Extra White/Khaki,155.09,155.09,,9500.0,9500.0,USD,ZALORA,https://dynamic.zacdn.com/KYHio2y1GwqdTsSSVJo3JgRc7ss=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/veja-1468-7598904-1.jpg,https://www.zalora.com.ph/p/veja-campo-chromefree-sneakers-white-4098957
8284CSH99E707AGS,Campo J-Mesh Jute Pierre Sneakers,Veja,Women > Shoes > Sneakers,Jute Pierre,127.33,127.33,,7800.0,7800.0,USD,Veja,https://dynamic.zacdn.com/dhoxqC1xgvc9APt5A2Das7PPbjk=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/veja-9643-7354324-1.jpg,https://www.zalora.com.ph/p/veja-campo-j-mesh-jute-pierre-sneakers-beige-4234537
94073SHF686669GS,Campo Suede Sneakers,Veja,Men > Shoes > Sneakers,Black/Pierre,155.09,155.09,,9500.0,9500.0,USD,Veja,https://dynamic.zacdn.com/HnqOX9kPc55H5fSEDFtQo0it61I=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/veja-7168-4563843-1.jpg,https://www.zalora.com.ph/p/veja-campo-suede-sneakers-black-3483654
12E3BSH12A6D96GS,Campus 00S Sneakers,ADIDAS,Men > Sports > Footwear > Lifestyle,Grey Three/Footwear White/Off White,89.79,89.79,,5500.0,5500.0,USD,adidas Philippines,https://dynamic.zacdn.com/gHXqTkpeNMsw8PFy6IjyVt2c6mI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/adidas-1397-4055172-1.jpg,https://www.zalora.com.ph/p/adidas-campus-00s-sneakers-grey-2715504
11DD4AA70E4432GS,Cancun Crochet Halter Top,Peppermayo,Women > Clothing > Tops,Blue,36.7,36.7,,2248.34,2248.34,USD,Peppermayo,https://dynamic.zacdn.com/4dM7yZykui0FCidKVkxqi5rCGOg=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/peppermayo-7003-7637932-1.jpg,https://www.zalora.com.ph/p/peppermayo-cancun-crochet-halter-top-blue-2397367
FA72CAAE74575FGS,Cansu Mandarin Collar Shirt Dress With Accent Button,BADOMODA,Women > Clothing > Dresses > Work Dresses,Brown,12.9,22.77,12.9,790.0,1395.0,USD,badomoda,https://dynamic.zacdn.com/BaB3QTN9Ux-EIkAjJk25atCE6Xg=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/badomoda-7491-4388182-1.jpg,https://www.zalora.com.ph/p/badomoda-cansu-mandarin-collar-shirt-dress-with-accent-button-brown-2818834
3B260SH0FC4A1DGS,Canvas Espadrille Overlay Slides,Superdry,Women > Shoes > Sandals > Flat Sandals,Black,36.85,82.42,36.85,2257.0,5049.0,USD,ZALORA,https://dynamic.zacdn.com/OGLAeICdaDWNlAhReJg--zLRmp0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/superdry-9358-6339893-1.jpg,https://www.zalora.com.ph/p/superdry-canvas-espadrille-overlay-slides-black-3989336
B5393SHD373B16GS,Caracal,PUMA,Men > Sports > Footwear > Sneakers,Whisper White/High Risk Red,44.57,57.14,44.57,2730.0,3500.0,USD,PUMA Official Store.,https://dynamic.zacdn.com/Wfx0DY-9evCsYE27qU0zxcP69Zs=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/puma-8131-4707132-1.jpg,https://www.zalora.com.ph/p/puma-caracal-white-2317074
38698AAEA4523FGS,Cargo Jeans For Women,Terranova,Women > Clothing > Jeans,Medium Denim Blue,32.57,32.57,,1995.0,1995.0,USD,Terranova,https://dynamic.zacdn.com/s5RpB4s7O80Qhm9NLxLQx_iP-mg=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/terranova-4189-9397533-1.jpg,https://www.zalora.com.ph/p/terranova-cargo-jeans-for-women-blue-3357939
A6502AAA64ED83GS,Cargo Shorts,Bossini Men,Men > Clothing > Shorts > Cargo,Khaki,10.0,22.2,10.0,450.0,999.75,USD,Bossini PH,https://dynamic.zacdn.com/njkDDNQgNbdCXlryI1WDlIlUqOE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/bossini-men-1432-2635723-1.jpg,https://www.zalora.com.ph/p/bossini-men-cargo-shorts-beige-3275362
0BD04AA7D6BCE8GS,Cargo Trousers for Women,Terranova,Women > Clothing > Pants & Leggings > Wide-legged Pants,Military Green,27.74,27.74,,1699.0,1699.0,USD,Terranova,https://dynamic.zacdn.com/0ZQyazLfodIT3LBCN4qU4gXr2NU=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/terranova-9805-2359733-1.jpg,https://www.zalora.com.ph/p/terranova-cargo-trousers-for-women-green-3379532
43854SHC29BD0CGS,Carlson Low-Top Sneakers,ALDO,Men > Shoes > Sneakers,Bone,35.91,92.97,35.91,2200.0,5695.0,USD,Aldo Philippines,https://dynamic.zacdn.com/ere63KMV7EylhGlA0CQytk9RqGI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/aldo-2547-7069714-1.jpg,https://www.zalora.com.ph/p/aldo-carlson-low-top-sneakers-beige-4179607
48D6EAA1E048A9GS,Carly Garterized Shorts,Chictees,Women > Clothing > Shorts > Casual Shorts,Black,10.0,10.0,,599.0,599.0,USD,Chictees,https://dynamic.zacdn.com/9HpsPyCmD5EmZU9PxQ8CBosLyGw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/chictees-7229-3218953-1.jpg,https://www.zalora.com.ph/p/chictees-carly-garterized-shorts-black-3598123
33AC3AA6EC1202GS,Carmen Neckline Long Stylish Evening Dress,Trendyol,Women > Clothing > Dresses > Party Dresses,Black,125.15,155.89,125.15,7666.0,9549.0,USD,ZALORA,https://dynamic.zacdn.com/kQVtC9KtZLCX9Dhqccncel_mbqI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/trendyol-7900-1049173-1.jpg,https://www.zalora.com.ph/p/trendyol-carmen-neckline-long-stylish-evening-dress-black-3719401
FC41DSHB7FA4FDGS,Carmichael Loafers,Call It Spring,Men > Shoes > Loafers & Boat Shoes,Taupe,21.22,53.79,21.22,1300.0,3295.0,USD,Call it Spring,https://dynamic.zacdn.com/9QIY0TTQgOMt7yrPiUL_12S_-p0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/call-it-spring-2281-2471793-1.jpg,https://www.zalora.com.ph/p/call-it-spring-carmichael-loafers-beige-3971742
59546AA70E3D1AGS,Carone Embroidery Hem Filipiniana Blouse,BADOMODA,Women > Clothing > Tops > Blouses,green,16.16,24.41,16.16,990.0,1495.0,USD,badomoda,https://dynamic.zacdn.com/Yu0iKX5lr37_bXWOOjKE-GNIOFU=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/badomoda-5358-9469543-1.jpg,https://www.zalora.com.ph/p/badomoda-carone-embroidery-hem-filipiniana-blouse-green-3459649
F3891AA6557619GS,Carrie Mandarin Collar With Yoke Top,BADOMODA,Women > Clothing > Tops > Blouses,green,16.16,23.26,16.16,990.0,1425.0,USD,badomoda,https://dynamic.zacdn.com/acwo1dkMDPPx83x-JGugWqLKqwE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/badomoda-3324-6629613-1.jpg,https://www.zalora.com.ph/p/badomoda-carrie-mandarin-collar-with-yoke-top-green-3169266
82DFAAA1613236GS,Carrot Fit Denim Jeans,DeFacto,Women > Clothing > Jeans,Blue,41.94,44.22,41.94,2569.0,2709.0,USD,ZALORA,https://dynamic.zacdn.com/fmz2g06HWDVcO-SteP-c3zJVmns=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/defacto-8184-4909063-1.jpg,https://www.zalora.com.ph/p/defacto-carrot-fit-denim-jeans-blue-3609094
92CFDAAF623540GS,Cashmere Wool Tweed Work Pants,Jnby,Women > Clothing > Pants & Leggings,Black,393.92,393.92,,24130.0,24130.0,USD,JNBY Official Store,https://dynamic.zacdn.com/xJvFkwR8Btf80lI0e3KnlCdFG_g=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/jnby-0934-7934553-1.jpg,https://www.zalora.com.ph/p/jnby-cashmere-wool-tweed-work-pants-black-3554397
C4A55SH594D0BCGS,Casual Air Cushion Crocodile Texture Leather Sneakers MDS1390,Twenty Eight Shoes,Men > Shoes > Sneakers,white,74.75,103.83,74.75,4579.0,6360.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/rMYMGtdd5eC_MTirXkUp-LDo5h4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-8731-1311162-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-air-cushion-crocodile-texture-leather-sneakers-mds1390-white-2611131
F6E48AA385004CGS,Casual Blazer Jacket,Well Suited,Men > Clothing > Blazers & Suits > Blazers,Black,68.56,97.95,68.56,4200.0,6000.0,USD,Well Suited,https://dynamic.zacdn.com/PT5d85GqCTP90INllW7wnasmTMU=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/well-suited-9606-4733382-1.jpg,https://www.zalora.com.ph/p/well-suited-casual-blazer-jacket-black-2833374
E0F03AAC616676GS,Casual Color Matching Polo Shirt AX-HD3006,Twenty Eight Shoes,Men > Clothing > Polos,Light green,47.23,56.19,47.23,2893.0,3442.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/ToJNG-zC5HJrV-k_zIgJWLTFzaA=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-9907-7093273-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-color-matching-polo-shirt-ax-hd3006-green-3723907
D170BAA28957B3GS,Casual Denim Long Sleeve Shirt AX6019,Twenty Eight Shoes,Men > Clothing > Shirts,Navyblue,37.37,46.84,37.37,2289.0,2869.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/oMPXobBeG1tIW3f5bxjTQkEo-Oc=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-9028-2604303-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-denim-long-sleeve-shirt-ax6019-blue-3034062
00639AA44361B8GS,Casual Double Breasted Suit Jacket YGH-EQ8885,HAPPY FRIDAYS,Women > Clothing > Blazers,Pink,66.43,94.83,66.43,4069.0,5809.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/VS1mxBgkPYp-BVV04F25PzFLNVQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/happy-fridays-0790-8605853-1.jpg,https://www.zalora.com.ph/p/happy-fridays-casual-double-breasted-suit-jacket-ygh-eq8885-pink-3585068
AF49EAA486C0B1GS,Casual Knitted Straight Leg Pants,URBAN REVIVO,Women > Clothing > Pants & Leggings,Ivory White,42.28,42.28,,2590.0,2590.0,USD,ZALORA,https://dynamic.zacdn.com/3b7H0dgo9R3gvbz9iluVHOfo4AI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/urban-revivo-8298-1099362-1.jpg,https://www.zalora.com.ph/p/urban-revivo-casual-knitted-straight-leg-pants-white-2639901
8D7AASH00C8BE2GS,Casual Lined Slip Ons,Soho,Women > Shoes > Slip-Ons,Mink Suede,51.08,51.08,,3129.0,3129.0,USD,ZALORA,https://dynamic.zacdn.com/5EM_G8zAUi1SnZ2FM9aFI6wHw-0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/soho-1994-4936273-1.jpg,https://www.zalora.com.ph/p/soho-casual-lined-slip-ons-brown-3726394
86D52AA4C1B548GS,Casual Pants,Trendyol,Women > Clothing > Pants & Leggings > Straight Leg Pants,Black,23.74,28.23,23.74,1454.0,1729.0,USD,ZALORA,https://dynamic.zacdn.com/1Nh5H1v6M3bETmhBiTXlGr1aN6o=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/trendyol-9322-3701852-1.jpg,https://www.zalora.com.ph/p/trendyol-casual-pants-black-2581073
DA64AAA3E2B041GS,Casual Pleated Pocket Skirt AF9820,Twenty Eight Shoes,Women > Clothing > Skirts > Maxi Skirts,Black,37.53,46.67,37.53,2299.0,2859.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/Bj24yQuLot1kMiEj2pui0uyzbFc=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-3572-9594733-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-pleated-pocket-skirt-af9820-black-3374959
23981AA2EBCA0DGS,Casual Printed Polo Shirt AX-PL1011,Twenty Eight Shoes,Men > Clothing > Polos,Navy blue,38.53,51.37,38.53,2360.0,3147.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/PVHtlBSI97MJMPjRZIMDLPxlWYI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-0664-3235923-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-printed-polo-shirt-ax-pl1011-blue-3295323
363B4AAE042D58GS,Casual Style Long-Sleeve Pleated Suit Jacket CZJ8312,Twenty Eight Shoes,Women > Clothing > Jackets & Coats > Coats,Grey,48.96,79.49,48.96,2999.0,4869.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/36YgKmJz3kxtmClhsfl1V-_y8GE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-3727-0624282-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-style-long-sleeve-pleated-suit-jacket-czj8312-grey-2824260
8D62EAAFFD2FCDGS,Casual Washed Jeans AX-ZH10,Twenty Eight Shoes,Men > Clothing > Jeans > Regular,Black,48.04,57.45,48.04,2943.0,3519.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/76Sfa0zZCUqDkFXJXNcJnhzRhcI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-7770-9791992-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-washed-jeans-ax-zh10-black-2991979
B07D6AA709A112GS,Cathinka Short Sleeves V-Neck Dress,JACQUELINE DE YONG,Women > Clothing > Dresses > Summer Dresses,Cloud Dancer,12.28,41.61,12.28,752.0,2549.0,USD,ZALORA,https://dynamic.zacdn.com/fJe4iF9zdfIbs2kv1zAyyDUzyP0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/jacqueline-de-yong-6839-6348163-1.jpg,https://www.zalora.com.ph/p/jacqueline-de-yong-cathinka-short-sleeves-v-neck-dress-white-3618436
1605AAA20B8FE6GS,Cayla Gathered Sleeve Tee,FORCAST,Women > Clothing > Tops > T-Shirts,Cloud Blue,13.79,27.59,13.79,845.0,1690.0,USD,FORCAST,https://dynamic.zacdn.com/4c_zhITylb-fmyD_hz9rtTLmt8Y=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/forcast-0451-7675792-1.jpg,https://www.zalora.com.ph/p/forcast-cayla-gathered-sleeve-tee-blue-2975767
9D568SH7710672GS,Cece 2.0 Comfy Ballerina,My Ballerine,Women > Shoes > Flats > Ballerinas,Espresso,40.14,52.88,40.14,2459.0,3239.0,USD,My Ballerine,https://dynamic.zacdn.com/1pwruSOYem2VbujTA4OVr1V6b2k=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/my-ballerine-0966-2950704-1.jpg,https://www.zalora.com.ph/p/my-ballerine-cece-2-0-comfy-ballerina-brown-4070592
E70B7SH82D0FA4GS,Cecilia Slides,CLN,Women > Shoes > Sandals > Flat Sandals,BLACK,19.08,21.21,19.08,1169.0,1299.0,USD,CLN,https://dynamic.zacdn.com/dOgZZ5xr0pNx0yzWh1agX1aC6g0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/cln-6419-2279623-1.jpg,https://www.zalora.com.ph/p/cln-cecilia-slides-black-3269722
7BFB2AA2F41344GS,Cersy Natural Waist Wide Leg Trousers,BADOMODA,Women > Clothing > Pants & Leggings > Wide-legged Pants,cream,17.79,26.04,17.79,1090.0,1595.0,USD,badomoda,https://dynamic.zacdn.com/J7vklNidlkbfZdFFMb7JtGreKz8=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/badomoda-3329-8319613-1.jpg,https://www.zalora.com.ph/p/badomoda-cersy-natural-waist-wide-leg-trousers-beige-3169138
A0ECFAAB9C5F3EGS,Chain Mini Dress,KOTON,Women > Clothing > Dresses > Party Dresses,Black,23.33,23.33,,1429.0,1429.0,USD,ZALORA,https://dynamic.zacdn.com/_LibsfKAt1AjEfQ4v24PZF8lgnI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/koton-4087-4666243-1.jpg,https://www.zalora.com.ph/p/koton-chain-mini-dress-black-3426664
106DDAA6A575ABGS,Chalan Extended Sleeves Printed Blouse,BADOMODA,Women > Clothing > Tops > Blouses,red,26.04,26.04,,1595.0,1595.0,USD,badomoda,https://dynamic.zacdn.com/QPH3sJxb9NPK8WgfOSYwjUa-mUY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/badomoda-2340-8185363-1.jpg,https://www.zalora.com.ph/p/badomoda-chalan-extended-sleeves-printed-blouse-red-3635818
516B3AA405D147GS,Chandani Sleeveless Dress with Electric Pleats,Paperdolls,Women > Clothing > Dresses > Work Dresses,OFF WHITE,57.12,57.12,,3499.0,3499.0,USD,Paperdolls,https://dynamic.zacdn.com/fekjLMLol7poodfL9yjxmBOOkno=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/paperdolls-7192-3476073-1.jpg,https://www.zalora.com.ph/p/paperdolls-chandani-sleeveless-dress-with-electric-pleats-white-3706743
ECA64AA1407C66GS,Chanson Laser Cut Tent Dress,BADOMODA,Women > Clothing > Dresses > Party Dresses,Pink,14.53,26.04,14.53,890.0,1595.0,USD,badomoda,https://dynamic.zacdn.com/ihXKXJKuxgGz32tZv7uPaZzt3ho=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/badomoda-8911-6357762-1.jpg,https://www.zalora.com.ph/p/badomoda-chanson-laser-cut-tent-dress-pink-2677536
66D96AA0BAC708GS,Chara Overlap Detail With Lace Insert Dress,BADOMODA,Women > Clothing > Dresses > Maxi Dresses,beige,21.06,30.94,21.06,1290.0,1895.0,USD,badomoda,https://dynamic.zacdn.com/PwJ51bSHKZXqGwRtN57utWPuKqE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/badomoda-7036-1538243-1.jpg,https://www.zalora.com.ph/p/badomoda-chara-overlap-detail-with-lace-insert-dress-beige-3428351
71456AAB253F1BGS,Chara Overlap Detail With Lace Insert Dress,BADOMODA,Women > Clothing > Dresses > Maxi Dresses,white,21.06,30.94,21.06,1290.0,1895.0,USD,badomoda,https://dynamic.zacdn.com/HthzyZpv1gOARJxpIHAQz7D-VS8=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/badomoda-7031-2538243-1.jpg,https://www.zalora.com.ph/p/badomoda-chara-overlap-detail-with-lace-insert-dress-white-3428352
7F046AA5785098GS,Charcoal Grey Classic Suit,SST&C,Men > Clothing > Blazers & Suits > Suit Jacket,charcoal grey,189.45,189.45,,11605.0,11605.0,USD,SST&C,https://dynamic.zacdn.com/x3-wgTA9ItIsaUoJ4o7p2eVBXKw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/sst-c-9585-8883153-1.jpg,https://www.zalora.com.ph/p/sst-c-charcoal-grey-classic-suit-grey-3513888
