id,sku,name,slug,brand,department,category_id,category_name,category_path,description,seo_title,meta_description,ean_base,attributes_json,supplier_code,warehouse_code,price,compare_at_price,wholesale_price,currency,rating_avg,review_count,stock_total,status,created_at
928,ZL00928,Lumenora Bucket Hat M30-759 (matte finish),lumenora-bucket-hat-m30-759-928,Lumenora,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Lumenora Bucket Hat M30-759 (matte finish) sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Lumenora Bucket Hat M30-759 (matte finish) | Hats & Caps | Buy Online,"Shop Lumenora Bucket Hat M30-759 (matte finish) in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8888004456335,"{""department"": ""Bags & Accessories"", ""product_type"": ""bucket hat"", ""origin_country"": ""CN"", ""warranty_months"": 12, ""material"": ""Wool blend"", ""fit"": ""Slim"", ""care"": ""Dry clean"", ""season"": ""All-season""}",SUP-MY-02,WH-MY-JB,210.55,281.53,175.46,USD,3.3,4,436,ACTIVE,2025-05-11 18:00:00
929,ZL00929,Brightfolio Bucket Hat S72-184,brightfolio-bucket-hat-s72-184-929,Brightfolio,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Brightfolio Bucket Hat S72-184 sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Brightfolio Bucket Hat S72-184 | Hats & Caps | Buy Online,"Shop Brightfolio Bucket Hat S72-184 in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8886286123792,"{""department"": ""Bags & Accessories"", ""product_type"": ""bucket hat"", ""origin_country"": ""JP"", ""warranty_months"": 24, ""material"": ""Polyester"", ""fit"": ""Regular"", ""care"": ""Machine wash cold"", ""season"": ""All-season""}",SUP-PH-08,WH-VN-HCM,44.41,51.8,37.01,USD,3.7,1,433,ACTIVE,2024-08-10 22:00:00
930,ZL00930,Kelp & Clay Dad Cap K92-504 with moisture-wicking lining,kelp-clay-dad-cap-k92-504-930,Kelp & Clay,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Kelp & Clay Dad Cap K92-504 with moisture-wicking lining sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Kelp & Clay Dad Cap K92-504 with moisture-wicking  | Hats & Caps,"Shop Kelp & Clay Dad Cap K92-504 with moisture-wicking lining in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today",8880143315702,"{""department"": ""Bags & Accessories"", ""product_type"": ""dad cap"", ""origin_country"": ""KR"", ""warranty_months"": 3, ""material"": ""Linen"", ""fit"": ""Relaxed"", ""care"": ""Hand wash"", ""season"": ""All-season""}",SUP-ID-03,WH-ID-JKT,211.55,281.55,176.29,USD,3.2,2,448,ACTIVE,2024-06-22 10:00:00
931,ZL00931,Canopy Labs Wool Fedora R21-495 (matte finish),canopy-labs-wool-fedora-r21-495-931,Canopy Labs,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Canopy Labs Wool Fedora R21-495 (matte finish) sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Canopy Labs Wool Fedora R21-495 (matte finish) | Hats & Caps,"Shop Canopy Labs Wool Fedora R21-495 (matte finish) in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8887165124985,"{""department"": ""Bags & Accessories"", ""product_type"": ""wool fedora"", ""origin_country"": ""JP"", ""warranty_months"": 0, ""material"": ""Leather"", ""fit"": ""Oversized"", ""care"": ""Machine wash cold"", ""season"": ""SS""}",SUP-ID-03,WH-ID-JKT,13.41,15.23,11.18,USD,4.8,4,152,ACTIVE,2025-03-22 07:00:00
932,ZL00932,Fieldcraft Bucket Hat N46-430 — limited edition,fieldcraft-bucket-hat-n46-430-932,Fieldcraft,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Fieldcraft Bucket Hat N46-430 — limited edition sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Fieldcraft Bucket Hat N46-430 — limited edition | Hats & Caps,"Shop Fieldcraft Bucket Hat N46-430 — limited edition in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8882320836048,"{""department"": ""Bags & Accessories"", ""product_type"": ""bucket hat"", ""origin_country"": ""MY"", ""warranty_months"": 24, ""material"": ""Nylon"", ""fit"": ""Relaxed"", ""care"": ""Wipe clean"", ""season"": ""All-season""}",SUP-TH-04,WH-TH-BKK,131.27,141.72,109.39,USD,4.8,3,304,ACTIVE,2024-11-13 14:00:00
933,ZL00933,UrbanMesh Wool Fedora W95-911 (matte finish),urbanmesh-wool-fedora-w95-911-933,UrbanMesh,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The UrbanMesh Wool Fedora W95-911 (matte finish) sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,UrbanMesh Wool Fedora W95-911 (matte finish) | Hats & Caps,"Shop UrbanMesh Wool Fedora W95-911 (matte finish) in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8884919554432,"{""department"": ""Bags & Accessories"", ""product_type"": ""wool fedora"", ""origin_country"": ""DE"", ""warranty_months"": 0, ""material"": ""Cotton"", ""fit"": ""Oversized"", ""care"": ""Hand wash"", ""season"": ""SS""}",SUP-ID-03,WH-ID-JKT,164.33,192.83,136.94,USD,4.3,2,229,ACTIVE,2025-02-03 15:00:00
934,ZL00934,Brightfolio Dad Cap V81-697,brightfolio-dad-cap-v81-697-934,Brightfolio,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Brightfolio Dad Cap V81-697 sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Brightfolio Dad Cap V81-697 | Hats & Caps | Buy Online,"Shop Brightfolio Dad Cap V81-697 in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8888072108501,"{""department"": ""Bags & Accessories"", ""product_type"": ""dad cap"", ""origin_country"": ""DE"", ""warranty_months"": 24, ""material"": ""Cotton"", ""fit"": ""Slim"", ""care"": ""Dry clean"", ""season"": ""All-season""}",SUP-PH-08,WH-CN-SZ,148.56,171.43,123.8,USD,4.3,2,331,ACTIVE,2024-01-29 16:00:00
935,ZL00935,Cinder Lane Wool Fedora N28-746 (matte finish),cinder-lane-wool-fedora-n28-746-935,Cinder Lane,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Cinder Lane Wool Fedora N28-746 (matte finish) sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Cinder Lane Wool Fedora N28-746 (matte finish) | Hats & Caps,"Shop Cinder Lane Wool Fedora N28-746 (matte finish) in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8888997741197,"{""department"": ""Bags & Accessories"", ""product_type"": ""wool fedora"", ""origin_country"": ""KR"", ""warranty_months"": 12, ""material"": ""Polyester"", ""fit"": ""Relaxed"", ""care"": ""Machine wash cold"", ""season"": ""All-season""}",SUP-PH-08,WH-SG-EAST,138.23,151.94,115.19,USD,3.3,2,124,ACTIVE,2024-03-14 03:00:00
936,ZL00936,Bluefinch Dad Cap C33-353,bluefinch-dad-cap-c33-353-936,Bluefinch,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Bluefinch Dad Cap C33-353 sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Bluefinch Dad Cap C33-353 | Hats & Caps | Buy Online,"Shop Bluefinch Dad Cap C33-353 in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8882122143917,"{""department"": ""Bags & Accessories"", ""product_type"": ""dad cap"", ""origin_country"": ""VN"", ""warranty_months"": 6, ""material"": ""Wool blend"", ""fit"": ""Regular"", ""care"": ""Wipe clean"", ""season"": ""AW""}",SUP-HK-07,WH-CN-SZ,167.17,179.9,139.31,USD,3.5,2,367,ACTIVE,2024-07-14 06:00:00
937,ZL00937,Nordvik Bucket Hat A95-371,nordvik-bucket-hat-a95-371-937,Nordvik,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Nordvik Bucket Hat A95-371 sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Nordvik Bucket Hat A95-371 | Hats & Caps | Buy Online,"Shop Nordvik Bucket Hat A95-371 in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8885054202127,"{""department"": ""Bags & Accessories"", ""product_type"": ""bucket hat"", ""origin_country"": ""VN"", ""warranty_months"": 0, ""material"": ""Denim"", ""fit"": ""Relaxed"", ""care"": ""Machine wash cold"", ""season"": ""AW""}",SUP-CN-05,WH-CN-SZ,207.15,254.71,172.62,USD,3.8,2,212,ACTIVE,2024-03-15 14:00:00
938,ZL00938,Atlas Peak Dad Cap E50-696,atlas-peak-dad-cap-e50-696-938,Atlas Peak,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Atlas Peak Dad Cap E50-696 sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Atlas Peak Dad Cap E50-696 | Hats & Caps | Buy Online,"Shop Atlas Peak Dad Cap E50-696 in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8888085164426,"{""department"": ""Bags & Accessories"", ""product_type"": ""dad cap"", ""origin_country"": ""ID"", ""warranty_months"": 24, ""material"": ""Leather"", ""fit"": ""Relaxed"", ""care"": ""Wipe clean"", ""season"": ""All-season""}",SUP-ID-03,WH-ID-JKT,175.35,189.96,146.12,USD,4.9,1,300,ACTIVE,2024-03-12 16:00:00
939,ZL00939,Motorlane Wool Fedora L36-184,motorlane-wool-fedora-l36-184-939,Motorlane,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Motorlane Wool Fedora L36-184 sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Motorlane Wool Fedora L36-184 | Hats & Caps | Buy Online,"Shop Motorlane Wool Fedora L36-184 in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8882850335806,"{""department"": ""Bags & Accessories"", ""product_type"": ""wool fedora"", ""origin_country"": ""TH"", ""warranty_months"": 6, ""material"": ""Leather"", ""fit"": ""Slim"", ""care"": ""Wipe clean"", ""season"": ""All-season""}",SUP-VN-06,WH-VN-HCM,40.56,46.37,33.8,USD,4.5,1,200,ACTIVE,2024-10-21 08:00:00
940,ZL00940,Cinder Lane Wool Fedora N35-563 with moisture-wicking lining,cinder-lane-wool-fedora-n35-563-940,Cinder Lane,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Cinder Lane Wool Fedora N35-563 with moisture-wicking lining sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Cinder Lane Wool Fedora N35-563 with moisture-wick | Hats & Caps,"Shop Cinder Lane Wool Fedora N35-563 with moisture-wicking lining in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order t",8885305515303,"{""department"": ""Bags & Accessories"", ""product_type"": ""wool fedora"", ""origin_country"": ""TH"", ""warranty_months"": 12, ""material"": ""Wool blend"", ""fit"": ""Regular"", ""care"": ""Dry clean"", ""season"": ""AW""}",SUP-ID-03,WH-ID-JKT,64.29,73.17,53.58,USD,4.8,3,435,ACTIVE,2024-09-01 11:00:00
941,ZL00941,Driftwood Wool Fedora X51-784 — limited edition,driftwood-wool-fedora-x51-784-941,Driftwood,Bags & Accessories,46,Hats & Caps,Bags & Accessories > Hats & Caps,The Driftwood Wool Fedora X51-784 — limited edition sits in Bags & Accessories > Hats & Caps. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Driftwood Wool Fedora X51-784 — limited edition | Hats & Caps,"Shop Driftwood Wool Fedora X51-784 — limited edition in Hats & Caps (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8881223589389,"{""department"": ""Bags & Accessories"", ""product_type"": ""wool fedora"", ""origin_country"": ""SG"", ""warranty_months"": 12, ""material"": ""Leather"", ""fit"": ""Slim"", ""care"": ""Hand wash"", ""season"": ""All-season""}",SUP-ID-03,WH-ID-JKT,12.11,15.28,10.09,USD,3.2,2,523,ACTIVE,2024-12-03 14:00:00
942,ZL00942,Voltura Printed Silk Scarf V43-602 with moisture-wicking lining,voltura-printed-silk-scarf-v43-602-942,Voltura,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Voltura Printed Silk Scarf V43-602 with moisture-wicking lining sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Voltura Printed Silk Scarf V43-602 with moisture-w | Scarves,"Shop Voltura Printed Silk Scarf V43-602 with moisture-wicking lining in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order to",8881189544927,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""MY"", ""warranty_months"": 3, ""material"": ""Cotton"", ""fit"": ""Slim"", ""care"": ""Wipe clean"", ""season"": ""All-season""}",SUP-SG-01,WH-SG-EAST,39.19,51.09,32.66,USD,3.7,1,236,ACTIVE,2024-01-08 21:00:00
943,ZL00943,Lumenora Printed Silk Scarf B58-655,lumenora-printed-silk-scarf-b58-655-943,Lumenora,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Lumenora Printed Silk Scarf B58-655 sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Lumenora Printed Silk Scarf B58-655 | Scarves | Buy Online,"Shop Lumenora Printed Silk Scarf B58-655 in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8884549463654,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""ID"", ""warranty_months"": 6, ""material"": ""Leather"", ""fit"": ""Regular"", ""care"": ""Hand wash"", ""season"": ""All-season""}",SUP-VN-06,WH-VN-HCM,45.62,57.13,38.02,USD,4.8,1,238,ACTIVE,2025-02-03 05:00:00
944,ZL00944,Coppernest Printed Silk Scarf R94-536 (matte finish),coppernest-printed-silk-scarf-r94-536-944,Coppernest,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Coppernest Printed Silk Scarf R94-536 (matte finish) sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Coppernest Printed Silk Scarf R94-536 (matte finis | Scarves,"Shop Coppernest Printed Silk Scarf R94-536 (matte finish) in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8880942363126,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""JP"", ""warranty_months"": 0, ""material"": ""Linen"", ""fit"": ""Relaxed"", ""care"": ""Dry clean"", ""season"": ""All-season""}",SUP-VN-06,WH-VN-HCM,182.94,229.95,152.45,USD,4.6,1,362,ACTIVE,2025-02-07 18:00:00
945,ZL00945,Nightingale Printed Silk Scarf T42-711 (matte finish),nightingale-printed-silk-scarf-t42-711-945,Nightingale,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Nightingale Printed Silk Scarf T42-711 (matte finish) sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Nightingale Printed Silk Scarf T42-711 (matte fini | Scarves,"Shop Nightingale Printed Silk Scarf T42-711 (matte finish) in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8886193907294,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""MY"", ""warranty_months"": 24, ""material"": ""Polyester"", ""fit"": ""Oversized"", ""care"": ""Hand wash"", ""season"": ""All-season""}",SUP-TH-04,WH-TH-BKK,132.78,144.1,110.65,USD,3.9,4,187,ACTIVE,2024-08-04 09:00:00
946,ZL00946,RoverPet Printed Silk Scarf R86-309,roverpet-printed-silk-scarf-r86-309-946,RoverPet,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The RoverPet Printed Silk Scarf R86-309 sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,RoverPet Printed Silk Scarf R86-309 | Scarves | Buy Online,"Shop RoverPet Printed Silk Scarf R86-309 in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8880541210944,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""CN"", ""warranty_months"": 24, ""material"": ""Linen"", ""fit"": ""Regular"", ""care"": ""Machine wash cold"", ""season"": ""All-season""}",SUP-SG-01,WH-SG-WEST,194.71,206.4,162.26,USD,4.2,4,287,ACTIVE,2024-11-09 17:00:00
947,ZL00947,Canopy Labs Printed Silk Scarf X65-494 (matte finish),canopy-labs-printed-silk-scarf-x65-494-947,Canopy Labs,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Canopy Labs Printed Silk Scarf X65-494 (matte finish) sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Canopy Labs Printed Silk Scarf X65-494 (matte fini | Scarves,"Shop Canopy Labs Printed Silk Scarf X65-494 (matte finish) in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8881030331225,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""VN"", ""warranty_months"": 6, ""material"": ""Wool blend"", ""fit"": ""Slim"", ""care"": ""Hand wash"", ""season"": ""AW""}",SUP-ID-03,WH-ID-JKT,210.74,227.98,175.62,USD,4.1,1,259,ACTIVE,2024-01-04 15:00:00
948,ZL00948,Harbor & Co Printed Silk Scarf M69-545 (matte finish),harbor-co-printed-silk-scarf-m69-545-948,Harbor & Co,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Harbor & Co Printed Silk Scarf M69-545 (matte finish) sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Harbor & Co Printed Silk Scarf M69-545 (matte fini | Scarves,"Shop Harbor & Co Printed Silk Scarf M69-545 (matte finish) in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8882733044603,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""SG"", ""warranty_months"": 0, ""material"": ""Linen"", ""fit"": ""Slim"", ""care"": ""Hand wash"", ""season"": ""All-season""}",SUP-PH-08,WH-SG-WEST,104.3,122.38,86.92,USD,3.5,3,444,ACTIVE,2024-06-01 11:00:00
949,ZL00949,Harbor & Co Printed Silk Scarf L17-914 — limited edition,harbor-co-printed-silk-scarf-l17-914-949,Harbor & Co,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Harbor & Co Printed Silk Scarf L17-914 — limited edition sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Harbor & Co Printed Silk Scarf L17-914 — limited e | Scarves,"Shop Harbor & Co Printed Silk Scarf L17-914 — limited edition in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8886130557094,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""JP"", ""warranty_months"": 24, ""material"": ""Polyester"", ""fit"": ""Oversized"", ""care"": ""Dry clean"", ""season"": ""AW""}",SUP-HK-07,WH-SG-EAST,20.87,26.91,17.39,USD,4.7,2,462,ACTIVE,2024-03-15 14:00:00
950,ZL00950,Solstice Printed Silk Scarf V38-144,solstice-printed-silk-scarf-v38-144-950,Solstice,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Solstice Printed Silk Scarf V38-144 sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Solstice Printed Silk Scarf V38-144 | Scarves | Buy Online,"Shop Solstice Printed Silk Scarf V38-144 in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8880344287464,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""KR"", ""warranty_months"": 12, ""material"": ""Nylon"", ""fit"": ""Relaxed"", ""care"": ""Machine wash cold"", ""season"": ""AW""}",SUP-VN-06,WH-VN-HCM,31.53,41.85,26.28,USD,3.6,1,219,ACTIVE,2024-06-23 12:00:00
951,ZL00951,Harbor & Co Cashmere Blend Scarf D65-876 with moisture-wicking lining,harbor-co-cashmere-blend-scarf-d65-876-951,Harbor & Co,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Harbor & Co Cashmere Blend Scarf D65-876 with moisture-wicking lining sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Harbor & Co Cashmere Blend Scarf D65-876 with mois | Scarves,"Shop Harbor & Co Cashmere Blend Scarf D65-876 with moisture-wicking lining in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Or",8884948383935,"{""department"": ""Bags & Accessories"", ""product_type"": ""cashmere blend scarf"", ""origin_country"": ""DE"", ""warranty_months"": 0, ""material"": ""Leather"", ""fit"": ""Regular"", ""care"": ""Machine wash cold"", ""season"": ""All-season""}",SUP-VN-06,WH-VN-HCM,44.44,59.91,37.03,USD,4.0,1,469,ACTIVE,2025-04-04 04:00:00
952,ZL00952,Cinder Lane Cashmere Blend Scarf U66-448 — limited edition,cinder-lane-cashmere-blend-scarf-u66-448-952,Cinder Lane,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Cinder Lane Cashmere Blend Scarf U66-448 — limited edition sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Cinder Lane Cashmere Blend Scarf U66-448 — limited | Scarves,"Shop Cinder Lane Cashmere Blend Scarf U66-448 — limited edition in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8883551035330,"{""department"": ""Bags & Accessories"", ""product_type"": ""cashmere blend scarf"", ""origin_country"": ""VN"", ""warranty_months"": 24, ""material"": ""Nylon"", ""fit"": ""Slim"", ""care"": ""Dry clean"", ""season"": ""SS""}",SUP-CN-05,WH-CN-SZ,21.84,23.79,18.2,USD,3.4,4,217,ACTIVE,2024-02-16 12:00:00
953,ZL00953,UrbanMesh Cashmere Blend Scarf E68-891 (matte finish),urbanmesh-cashmere-blend-scarf-e68-891-953,UrbanMesh,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The UrbanMesh Cashmere Blend Scarf E68-891 (matte finish) sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,UrbanMesh Cashmere Blend Scarf E68-891 (matte fini | Scarves,"Shop UrbanMesh Cashmere Blend Scarf E68-891 (matte finish) in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8880765212205,"{""department"": ""Bags & Accessories"", ""product_type"": ""cashmere blend scarf"", ""origin_country"": ""DE"", ""warranty_months"": 3, ""material"": ""Denim"", ""fit"": ""Slim"", ""care"": ""Machine wash cold"", ""season"": ""SS""}",SUP-CN-05,WH-CN-SZ,82.83,92.3,69.03,USD,4.1,1,75,ACTIVE,2024-09-08 13:00:00
954,ZL00954,Brightfolio Printed Silk Scarf R48-637,brightfolio-printed-silk-scarf-r48-637-954,Brightfolio,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The Brightfolio Printed Silk Scarf R48-637 sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Brightfolio Printed Silk Scarf R48-637 | Scarves | Buy Online,"Shop Brightfolio Printed Silk Scarf R48-637 in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8885104112840,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""KR"", ""warranty_months"": 24, ""material"": ""Denim"", ""fit"": ""Relaxed"", ""care"": ""Hand wash"", ""season"": ""AW""}",SUP-MY-02,WH-MY-JB,28.72,32.42,23.93,USD,4.0,1,287,ACTIVE,2024-05-11 04:00:00
955,ZL00955,TerraForm Tools Cashmere Blend Scarf B89-792 — limited edition,terraform-tools-cashmere-blend-scarf-b89-792-955,TerraForm Tools,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The TerraForm Tools Cashmere Blend Scarf B89-792 — limited edition sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,TerraForm Tools Cashmere Blend Scarf B89-792 — lim | Scarves,"Shop TerraForm Tools Cashmere Blend Scarf B89-792 — limited edition in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order tod",8883049168618,"{""department"": ""Bags & Accessories"", ""product_type"": ""cashmere blend scarf"", ""origin_country"": ""DE"", ""warranty_months"": 0, ""material"": ""Polyester"", ""fit"": ""Slim"", ""care"": ""Hand wash"", ""season"": ""AW""}",SUP-PH-08,WH-TH-BKK,128.34,140.95,106.95,USD,4.8,2,110,ACTIVE,2024-10-15 03:00:00
956,ZL00956,RoverPet Printed Silk Scarf F96-573 (matte finish),roverpet-printed-silk-scarf-f96-573-956,RoverPet,Bags & Accessories,47,Scarves,Bags & Accessories > Scarves,The RoverPet Printed Silk Scarf F96-573 (matte finish) sits in Bags & Accessories > Scarves. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,RoverPet Printed Silk Scarf F96-573 (matte finish) | Scarves,"Shop RoverPet Printed Silk Scarf F96-573 (matte finish) in Scarves (Bags & Accessories). Fast shipping, verified sellers, secure checkout. Order today.",8881452310334,"{""department"": ""Bags & Accessories"", ""product_type"": ""printed silk scarf"", ""origin_country"": ""ID"", ""warranty_months"": 6, ""material"": ""Polyester"", ""fit"": ""Regular"", ""care"": ""Hand wash"", ""season"": ""AW""}",SUP-VN-06,WH-VN-HCM,193.32,226.74,161.1,USD,4.4,3,175,ACTIVE,2024-10-30 19:00:00
